district_number,district_name,school_number,school_name,alternative_school,school_year,grade_level,students_iss,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent of in school suspensions,percent suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
470,Knox County,305,West High School,No,2020,11,61,27,0,0,2,390,15.6,6.9,0,0,0.5
470,Knox County,305,West High School,No,2020,12,83,16,0,0,0,373,22.3,4.3,0,0,0
470,Knox County,310,West Hills Elementary,No,2020,01,0,0,0,0,0,133,0,0,0,0,0
470,Knox County,310,West Hills Elementary,No,2020,02,0,0,0,0,0,135,0,0,0,0,0
470,Knox County,310,West Hills Elementary,No,2020,03,0,0,0,0,0,126,0,0,0,0,0
470,Knox County,310,West Hills Elementary,No,2020,04,0,1,0,0,0,127,0,0.8,0,0,0
470,Knox County,310,West Hills Elementary,No,2020,05,0,7,0,0,0,132,0,5.3,0,0,0
470,Knox County,310,West Hills Elementary,No,2020,K,0,0,0,0,0,139,0,0,0,0,0
470,Knox County,313,West Valley Middle School,No,2020,06,0,8,0,0,0,410,0,2,0,0,0
470,Knox County,313,West Valley Middle School,No,2020,07,0,5,0,0,1,422,0,1.2,0,0,0.2
470,Knox County,313,West Valley Middle School,No,2020,08,0,26,0,1,5,443,0,5.9,0,0.2,1.1
470,Knox County,315,West View Elementary,No,2020,01,0,0,0,0,0,57,0,0,0,0,0
470,Knox County,315,West View Elementary,No,2020,02,0,0,0,0,0,43,0,0,0,0,0
470,Knox County,315,West View Elementary,No,2020,03,0,0,0,0,0,42,0,0,0,0,0
470,Knox County,315,West View Elementary,No,2020,04,0,1,0,0,0,40,0,2.5,0,0,0
470,Knox County,315,West View Elementary,No,2020,05,0,1,0,0,0,38,0,2.6,0,0,0
470,Knox County,315,West View Elementary,No,2020,K,0,0,0,0,0,38,0,0,0,0,0
470,Knox County,320,Whittle Springs Middle School,No,2020,06,35,41,0,0,0,219,16,18.7,0,0,0
470,Knox County,320,Whittle Springs Middle School,No,2020,07,20,28,0,0,0,201,10,13.9,0,0,0
470,Knox County,320,Whittle Springs Middle School,No,2020,08,38,31,0,0,0,176,21.6,17.6,0,0,0
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,No,2020,10,,,,,,,,,,,
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,No,2020,11,0,1,0,0,0,22,0,4.5,0,0,0
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,No,2020,12,6,9,0,0,1,165,3.6,5.5,0,0,0.6
470,Knox County,334,L N STEM Academy,No,2020,09,3,1,0,0,0,158,1.9,0.6,0,0,0
470,Knox County,334,L N STEM Academy,No,2020,10,1,6,0,0,0,153,0.7,3.9,0,0,0
470,Knox County,334,L N STEM Academy,No,2020,11,6,4,0,0,0,152,3.9,2.6,0,0,0
470,Knox County,334,L N STEM Academy,No,2020,12,1,1,0,0,0,135,0.7,0.7,0,0,0
470,Knox County,336,Northshore Elementary School,No,2020,01,0,0,0,0,0,163,0,0,0,0,0
470,Knox County,336,Northshore Elementary School,No,2020,02,0,1,0,0,0,210,0,0.5,0,0,0
470,Knox County,336,Northshore Elementary School,No,2020,03,0,0,0,0,0,179,0,0,0,0,0
470,Knox County,336,Northshore Elementary School,No,2020,04,0,1,0,0,0,179,0,0.6,0,0,0
470,Knox County,336,Northshore Elementary School,No,2020,05,0,4,0,0,0,224,0,1.8,0,0,0
470,Knox County,336,Northshore Elementary School,No,2020,K,0,1,0,0,0,188,0,0.5,0,0,0
470,Knox County,345,Career Magnet Academy,No,2020,09,4,3,0,0,0,89,4.5,3.4,0,0,0
470,Knox County,345,Career Magnet Academy,No,2020,10,2,4,0,0,0,52,3.8,7.7,0,0,0
470,Knox County,345,Career Magnet Academy,No,2020,11,1,3,0,0,0,66,1.5,4.5,0,0,0
470,Knox County,345,Career Magnet Academy,No,2020,12,1,2,0,0,0,67,1.5,3,0,0,0
470,Knox County,350,Gibbs Middle School,No,2020,06,0,13,0,0,0,216,0,6,0,0,0
470,Knox County,350,Gibbs Middle School,No,2020,07,0,28,0,0,0,212,0,13.2,0,0,0
470,Knox County,350,Gibbs Middle School,No,2020,08,0,34,0,0,0,206,0,16.5,0,0,0
470,Knox County,355,Hardin Valley Middle School,No,2020,06,0,17,0,0,0,365,0,4.7,0,0,0
470,Knox County,355,Hardin Valley Middle School,No,2020,07,0,16,0,0,0,345,0,4.6,0,0,0
470,Knox County,355,Hardin Valley Middle School,No,2020,08,1,35,0,0,1,358,0.3,9.8,0,0,0.3
470,Knox County,8001,Emerald Academy,No,2020,01,0,8,0,0,0,79,0,10.1,0,0,0
470,Knox County,8001,Emerald Academy,No,2020,02,0,16,0,0,0,79,0,20.3,0,0,0
470,Knox County,8001,Emerald Academy,No,2020,03,0,28,0,0,0,93,0,30.1,0,0,0
470,Knox County,8001,Emerald Academy,No,2020,04,0,7,0,0,0,73,0,9.6,0,0,0
470,Knox County,8001,Emerald Academy,No,2020,05,0,13,0,0,0,79,0,16.5,0,0,0
470,Knox County,8001,Emerald Academy,No,2020,06,0,16,0,0,0,71,0,22.5,0,0,0
470,Knox County,8001,Emerald Academy,No,2020,07,0,14,0,0,0,67,0,20.9,0,0,0
470,Knox County,8001,Emerald Academy,No,2020,08,0,13,0,0,0,75,0,17.3,0,0,0
470,Knox County,8001,Emerald Academy,No,2020,K,0,11,0,0,0,70,0,15.7,0,0,0
470,Knox County,,,,2020,01,10,62,0,0,0,4769,0.2,1.3,0,0,0
470,Knox County,,,,2020,02,5,52,0,0,0,5032,0.1,1,0,0,0
470,Knox County,,,,2020,03,20,90,0,0,0,4782,0.4,1.9,0,0,0
470,Knox County,,,,2020,04,10,86,0,0,0,4797,0.2,1.8,0,0,0
470,Knox County,,,,2020,05,15,112,0,0,0,4893,0.3,2.3,0,0,0
470,Knox County,,,,2020,06,135,415,0,20,4,4930,2.7,8.4,0,0.4,0.1
470,Knox County,,,,2020,07,127,470,0,48,18,5035,2.5,9.3,0,1,0.4
470,Knox County,,,,2020,08,141,488,0,65,27,4964,2.8,9.8,0,1.3,0.5
470,Knox County,,,,2020,09,263,388,0,36,33,4972,5.3,7.8,0,0.7,0.7
470,Knox County,,,,2020,10,154,324,0,43,25,4987,3.1,6.5,0,0.9,0.5
470,Knox County,,,,2020,11,181,300,0,35,30,4818,3.8,6.2,0,0.7,0.6
470,Knox County,,,,2020,12,188,239,0,15,30,4624,4.1,5.2,0,0.3,0.6
470,Knox County,,,,2020,K,3,44,0,0,0,4748,0.1,0.9,0,0,0
480,Lake County,5,Lake Co High School,No,2020,09,0,4,0,1,1,56,0,7.1,0,1.8,1.8
480,Lake County,5,Lake Co High School,No,2020,10,0,2,0,0,0,61,0,3.3,0,0,0
480,Lake County,5,Lake Co High School,No,2020,11,0,2,0,0,0,52,0,3.8,0,0,0
480,Lake County,5,Lake Co High School,No,2020,12,0,0,0,0,0,48,0,0,0,0,0
480,Lake County,10,Lara Kendall Elementary,No,2020,03,2,4,0,0,0,68,2.9,5.9,0,0,0
480,Lake County,10,Lara Kendall Elementary,No,2020,04,3,2,0,1,0,60,5,3.3,0,1.7,0
480,Lake County,10,Lara Kendall Elementary,No,2020,05,6,11,0,2,0,66,9.1,16.7,0,3,0
480,Lake County,10,Lara Kendall Elementary,No,2020,06,0,4,0,1,0,64,0,6.2,0,1.6,0
480,Lake County,10,Lara Kendall Elementary,No,2020,07,2,6,0,3,0,56,3.6,10.7,0,5.4,0
480,Lake County,10,Lara Kendall Elementary,No,2020,08,4,5,0,2,0,59,6.8,8.5,0,3.4,0
480,Lake County,15,Margaret Newton Elementary,No,2020,01,0,0,0,0,0,60,0,0,0,0,0
480,Lake County,15,Margaret Newton Elementary,No,2020,02,0,0,0,0,0,47,0,0,0,0,0
480,Lake County,15,Margaret Newton Elementary,No,2020,K,0,0,0,0,0,55,0,0,0,0,0
480,Lake County,,,,2020,01,0,0,0,0,0,60,0,0,0,0,0
480,Lake County,,,,2020,02,0,0,0,0,0,47,0,0,0,0,0
480,Lake County,,,,2020,03,2,4,0,0,0,68,2.9,5.9,0,0,0
480,Lake County,,,,2020,04,3,2,0,1,0,60,5,3.3,0,1.7,0
480,Lake County,,,,2020,05,6,11,0,2,0,66,9.1,16.7,0,3,0
480,Lake County,,,,2020,06,0,4,0,1,0,64,0,6.2,0,1.6,0
480,Lake County,,,,2020,07,2,6,0,3,0,56,3.6,10.7,0,5.4,0
480,Lake County,,,,2020,08,4,5,0,2,0,59,6.8,8.5,0,3.4,0
480,Lake County,,,,2020,09,0,4,0,1,1,56,0,7.1,0,1.8,1.8
480,Lake County,,,,2020,10,0,2,0,0,0,61,0,3.3,0,0,0
480,Lake County,,,,2020,11,0,2,0,0,0,52,0,3.8,0,0,0
480,Lake County,,,,2020,12,0,0,0,0,0,48,0,0,0,0,0
480,Lake County,,,,2020,K,0,0,0,0,0,55,0,0,0,0,0
490,Lauderdale County,20,Halls Elementary School,No,2020,01,0,0,0,0,0,79,0,0,0,0,0
490,Lauderdale County,20,Halls Elementary School,No,2020,02,3,1,0,0,0,79,3.8,1.3,0,0,0
490,Lauderdale County,20,Halls Elementary School,No,2020,03,6,0,0,0,0,92,6.5,0,0,0,0
490,Lauderdale County,20,Halls Elementary School,No,2020,04,1,1,0,0,0,82,1.2,1.2,0,0,0
490,Lauderdale County,20,Halls Elementary School,No,2020,05,18,2,0,0,0,109,16.5,1.8,0,0,0
490,Lauderdale County,20,Halls Elementary School,No,2020,06,4,0,0,0,0,105,3.8,0,0,0,0
490,Lauderdale County,20,Halls Elementary School,No,2020,K,2,0,0,0,0,87,2.3,0,0,0,0
490,Lauderdale County,23,Halls High School,No,2020,09,9,6,0,2,0,88,10.2,6.8,0,2.3,0
490,Lauderdale County,23,Halls High School,No,2020,10,8,7,0,1,0,98,8.2,7.1,0,1,0
490,Lauderdale County,23,Halls High School,No,2020,11,6,2,0,1,1,111,5.4,1.8,0,0.9,0.9
490,Lauderdale County,23,Halls High School,No,2020,12,0,1,0,2,1,102,0,1,0,2,1
490,Lauderdale County,24,Halls Junior High School,No,2020,07,7,1,0,1,0,117,6,0.9,0,0.9,0
490,Lauderdale County,24,Halls Junior High School,No,2020,08,8,3,0,2,0,118,6.8,2.5,0,1.7,0
490,Lauderdale County,25,Ripley Middle School,No,2020,06,19,36,0,7,1,208,9.1,17.3,0,3.4,0.5
490,Lauderdale County,25,Ripley Middle School,No,2020,07,29,35,0,5,2,214,13.6,16.4,0,2.3,0.9
490,Lauderdale County,25,Ripley Middle School,No,2020,08,15,16,0,3,0,224,6.7,7.1,0,1.3,0
490,Lauderdale County,40,Ripley High School,No,2020,09,68,27,0,6,1,195,34.9,13.8,0,3.1,0.5
490,Lauderdale County,40,Ripley High School,No,2020,10,44,19,0,7,2,195,22.6,9.7,0,3.6,1
490,Lauderdale County,40,Ripley High School,No,2020,11,39,9,0,10,1,211,18.5,4.3,0,4.7,0.5
490,Lauderdale County,40,Ripley High School,No,2020,12,29,11,0,8,5,199,14.6,5.5,0,4,2.5
490,Lauderdale County,50,Ripley Primary,No,2020,01,2,2,0,0,0,203,1,1,0,0,0
490,Lauderdale County,50,Ripley Primary,No,2020,02,1,0,0,0,0,195,0.5,0,0,0,0
490,Lauderdale County,50,Ripley Primary,No,2020,K,0,1,0,0,0,200,0,0.5,0,0,0
490,Lauderdale County,55,Ripley Elementary,No,2020,03,24,3,0,2,0,212,11.3,1.4,0,0.9,0
490,Lauderdale County,55,Ripley Elementary,No,2020,04,17,6,0,2,0,209,8.1,2.9,0,1,0
490,Lauderdale County,55,Ripley Elementary,No,2020,05,26,7,0,3,0,199,13.1,3.5,0,1.5,0
490,Lauderdale County,,,,2020,01,2,2,0,0,0,281,0.7,0.7,0,0,0
490,Lauderdale County,,,,2020,02,4,1,0,0,0,270,1.5,0.4,0,0,0
490,Lauderdale County,,,,2020,03,30,3,0,2,0,301,10,1,0,0.7,0
490,Lauderdale County,,,,2020,04,18,7,0,2,0,286,6.3,2.4,0,0.7,0
490,Lauderdale County,,,,2020,05,44,9,0,3,0,306,14.4,2.9,0,1,0
490,Lauderdale County,,,,2020,06,23,36,0,7,1,311,7.4,11.6,0,2.3,0.3
490,Lauderdale County,,,,2020,07,36,36,0,6,2,328,11,11,0,1.8,0.6
490,Lauderdale County,,,,2020,08,23,19,0,5,0,342,6.7,5.6,0,1.5,0
490,Lauderdale County,,,,2020,09,77,33,0,8,1,281,27.4,11.7,0,2.8,0.4
490,Lauderdale County,,,,2020,10,52,26,0,8,2,293,17.7,8.9,0,2.7,0.7
490,Lauderdale County,,,,2020,11,45,11,0,11,2,321,14,3.4,0,3.4,0.6
490,Lauderdale County,,,,2020,12,29,12,0,10,6,300,9.7,4,0,3.3,2
490,Lauderdale County,,,,2020,K,2,1,0,0,0,285,0.7,0.4,0,0,0
500,Lawrence County,13,E O Coffman Middle School,No,2020,06,14,3,0,0,0,229,6.1,1.3,0,0,0
500,Lawrence County,13,E O Coffman Middle School,No,2020,07,13,3,0,5,0,224,5.8,1.3,0,2.2,0
500,Lawrence County,13,E O Coffman Middle School,No,2020,08,26,3,0,5,2,224,11.6,1.3,0,2.2,0.9
500,Lawrence County,15,David Crockett Elementary,No,2020,01,0,0,0,0,0,81,0,0,0,0,0
500,Lawrence County,15,David Crockett Elementary,No,2020,02,0,0,0,0,0,85,0,0,0,0,0
500,Lawrence County,15,David Crockett Elementary,No,2020,03,0,1,0,0,0,88,0,1.1,0,0,0
500,Lawrence County,15,David Crockett Elementary,No,2020,04,1,1,0,0,0,77,1.3,1.3,0,0,0
500,Lawrence County,15,David Crockett Elementary,No,2020,05,0,0,0,0,0,76,0,0,0,0,0
500,Lawrence County,15,David Crockett Elementary,No,2020,K,0,1,0,0,0,92,0,1.1,0,0,0
500,Lawrence County,20,Ethridge Elementary,No,2020,01,0,0,0,0,0,62,0,0,0,0,0
500,Lawrence County,20,Ethridge Elementary,No,2020,02,0,0,0,0,0,49,0,0,0,0,0
500,Lawrence County,20,Ethridge Elementary,No,2020,03,0,1,0,0,0,45,0,2.2,0,0,0
500,Lawrence County,20,Ethridge Elementary,No,2020,04,0,0,0,0,0,51,0,0,0,0,0
500,Lawrence County,20,Ethridge Elementary,No,2020,05,0,0,0,0,0,54,0,0,0,0,0
500,Lawrence County,20,Ethridge Elementary,No,2020,06,0,0,0,0,0,53,0,0,0,0,0
500,Lawrence County,20,Ethridge Elementary,No,2020,07,0,0,0,0,0,38,0,0,0,0,0
500,Lawrence County,20,Ethridge Elementary,No,2020,08,0,0,0,0,0,47,0,0,0,0,0
500,Lawrence County,20,Ethridge Elementary,No,2020,K,0,0,0,0,0,68,0,0,0,0,0
500,Lawrence County,30,Ingram Sowell Elementary,No,2020,01,0,0,0,0,0,65,0,0,0,0,0
500,Lawrence County,30,Ingram Sowell Elementary,No,2020,02,0,0,0,0,0,69,0,0,0,0,0
500,Lawrence County,30,Ingram Sowell Elementary,No,2020,03,2,0,0,0,0,68,2.9,0,0,0,0
500,Lawrence County,30,Ingram Sowell Elementary,No,2020,04,1,4,0,0,0,73,1.4,5.5,0,0,0
500,Lawrence County,30,Ingram Sowell Elementary,No,2020,05,0,0,0,0,0,55,0,0,0,0,0
500,Lawrence County,30,Ingram Sowell Elementary,No,2020,08,,,,,,,,,,,
500,Lawrence County,30,Ingram Sowell Elementary,No,2020,10,,,,,,,,,,,
500,Lawrence County,30,Ingram Sowell Elementary,No,2020,K,1,1,0,0,0,78,1.3,1.3,0,0,0
500,Lawrence County,40,Lawrence Co High School,No,2020,09,25,2,0,7,0,291,8.6,0.7,0,2.4,0
500,Lawrence County,40,Lawrence Co High School,No,2020,10,17,3,0,3,1,312,5.4,1,0,1,0.3
500,Lawrence County,40,Lawrence Co High School,No,2020,11,21,0,0,3,0,280,7.5,0,0,1.1,0
500,Lawrence County,40,Lawrence Co High School,No,2020,12,14,0,0,6,1,266,5.3,0,0,2.3,0.4
500,Lawrence County,45,Lawrenceburg Public,No,2020,01,0,0,0,0,0,96,0,0,0,0,0
500,Lawrence County,45,Lawrenceburg Public,No,2020,02,0,0,0,0,0,77,0,0,0,0,0
500,Lawrence County,45,Lawrenceburg Public,No,2020,03,0,0,0,0,0,76,0,0,0,0,0
500,Lawrence County,45,Lawrenceburg Public,No,2020,04,0,0,0,0,0,85,0,0,0,0,0
500,Lawrence County,45,Lawrenceburg Public,No,2020,05,1,1,0,0,0,72,1.4,1.4,0,0,0
500,Lawrence County,45,Lawrenceburg Public,No,2020,K,0,0,0,0,0,97,0,0,0,0,0
500,Lawrence County,50,Leoma Elementary,No,2020,01,0,1,0,0,0,60,0,1.7,0,0,0
500,Lawrence County,50,Leoma Elementary,No,2020,02,0,0,0,0,0,53,0,0,0,0,0
500,Lawrence County,50,Leoma Elementary,No,2020,03,0,2,0,0,0,56,0,3.6,0,0,0
500,Lawrence County,50,Leoma Elementary,No,2020,04,0,1,0,0,0,66,0,1.5,0,0,0
500,Lawrence County,50,Leoma Elementary,No,2020,05,0,0,0,0,0,55,0,0,0,0,0
500,Lawrence County,50,Leoma Elementary,No,2020,06,0,0,0,0,0,57,0,0,0,0,0
500,Lawrence County,50,Leoma Elementary,No,2020,07,0,2,0,0,0,46,0,4.3,0,0,0
500,Lawrence County,50,Leoma Elementary,No,2020,08,0,0,0,0,0,60,0,0,0,0,0
500,Lawrence County,50,Leoma Elementary,No,2020,K,0,0,0,0,0,65,0,0,0,0,0
500,Lawrence County,60,South Lawrence Elementary,No,2020,01,0,0,0,0,0,72,0,0,0,0,0
500,Lawrence County,60,South Lawrence Elementary,No,2020,02,0,0,0,0,0,54,0,0,0,0,0
500,Lawrence County,60,South Lawrence Elementary,No,2020,03,0,0,0,0,0,59,0,0,0,0,0
500,Lawrence County,60,South Lawrence Elementary,No,2020,04,0,1,0,0,0,51,0,2,0,0,0
500,Lawrence County,60,South Lawrence Elementary,No,2020,05,0,0,0,0,0,65,0,0,0,0,0
500,Lawrence County,60,South Lawrence Elementary,No,2020,06,0,0,0,0,0,89,0,0,0,0,0
500,Lawrence County,60,South Lawrence Elementary,No,2020,07,0,2,0,0,0,93,0,2.2,0,0,0
500,Lawrence County,60,South Lawrence Elementary,No,2020,08,0,3,0,0,0,83,0,3.6,0,0,0
500,Lawrence County,60,South Lawrence Elementary,No,2020,K,0,0,0,0,0,55,0,0,0,0,0
500,Lawrence County,65,Loretto High School,No,2020,09,2,1,0,1,0,115,1.7,0.9,0,0.9,0
500,Lawrence County,65,Loretto High School,No,2020,10,4,2,0,1,0,117,3.4,1.7,0,0.9,0
500,Lawrence County,65,Loretto High School,No,2020,11,3,2,0,0,0,137,2.2,1.5,0,0,0
500,Lawrence County,65,Loretto High School,No,2020,12,3,0,0,1,0,130,2.3,0,0,0.8,0
500,Lawrence County,70,New Prospect Elementary,No,2020,01,0,0,0,0,0,43,0,0,0,0,0
500,Lawrence County,70,New Prospect Elementary,No,2020,02,0,0,0,0,0,61,0,0,0,0,0
500,Lawrence County,70,New Prospect Elementary,No,2020,03,0,0,0,0,0,48,0,0,0,0,0
500,Lawrence County,70,New Prospect Elementary,No,2020,04,0,0,0,0,0,43,0,0,0,0,0
500,Lawrence County,70,New Prospect Elementary,No,2020,05,0,1,0,0,0,40,0,2.5,0,0,0
500,Lawrence County,70,New Prospect Elementary,No,2020,06,0,0,0,0,0,58,0,0,0,0,0
500,Lawrence County,70,New Prospect Elementary,No,2020,07,0,1,0,0,0,48,0,2.1,0,0,0
500,Lawrence County,70,New Prospect Elementary,No,2020,08,0,0,0,0,0,32,0,0,0,0,0
500,Lawrence County,70,New Prospect Elementary,No,2020,K,0,0,0,0,0,45,0,0,0,0,0
500,Lawrence County,90,Summertown Elementary,No,2020,01,0,0,0,0,0,75,0,0,0,0,0
500,Lawrence County,90,Summertown Elementary,No,2020,02,0,0,0,0,0,96,0,0,0,0,0
500,Lawrence County,90,Summertown Elementary,No,2020,03,0,0,0,0,0,104,0,0,0,0,0
500,Lawrence County,90,Summertown Elementary,No,2020,04,0,0,0,0,0,95,0,0,0,0,0
500,Lawrence County,90,Summertown Elementary,No,2020,05,0,0,0,0,0,91,0,0,0,0,0
500,Lawrence County,90,Summertown Elementary,No,2020,06,0,0,0,0,0,101,0,0,0,0,0
500,Lawrence County,90,Summertown Elementary,No,2020,K,0,0,0,0,0,88,0,0,0,0,0
500,Lawrence County,95,Summertown High School,No,2020,07,11,3,0,1,1,124,8.9,2.4,0,0.8,0.8
500,Lawrence County,95,Summertown High School,No,2020,08,9,2,0,0,0,121,7.4,1.7,0,0,0
500,Lawrence County,95,Summertown High School,No,2020,09,6,0,0,0,4,101,5.9,0,0,0,4
500,Lawrence County,95,Summertown High School,No,2020,10,8,2,0,1,5,130,6.2,1.5,0,0.8,3.8
500,Lawrence County,95,Summertown High School,No,2020,11,8,2,0,0,6,124,6.5,1.6,0,0,4.8
500,Lawrence County,95,Summertown High School,No,2020,12,7,2,0,0,2,117,6,1.7,0,0,1.7
500,Lawrence County,,,,2020,01,0,1,0,0,0,537,0,0.2,0,0,0
500,Lawrence County,,,,2020,02,0,0,0,0,0,530,0,0,0,0,0
500,Lawrence County,,,,2020,03,2,4,0,0,0,532,0.4,0.8,0,0,0
500,Lawrence County,,,,2020,04,2,7,0,0,0,525,0.4,1.3,0,0,0
500,Lawrence County,,,,2020,05,1,2,0,0,0,498,0.2,0.4,0,0,0
500,Lawrence County,,,,2020,06,14,3,0,0,0,576,2.4,0.5,0,0,0
500,Lawrence County,,,,2020,07,24,11,0,6,1,559,4.3,2,0,1.1,0.2
500,Lawrence County,,,,2020,08,35,8,0,5,2,560,6.2,1.4,0,0.9,0.4
500,Lawrence County,,,,2020,09,32,3,0,8,4,495,6.5,0.6,0,1.6,0.8
500,Lawrence County,,,,2020,10,29,7,0,5,6,552,5.3,1.3,0,0.9,1.1
500,Lawrence County,,,,2020,11,32,4,0,3,6,538,5.9,0.7,0,0.6,1.1
500,Lawrence County,,,,2020,12,24,2,0,7,3,511,4.7,0.4,0,1.4,0.6
500,Lawrence County,,,,2020,K,1,2,0,0,0,566,0.2,0.4,0,0,0
510,Lewis County,3,Lewis County Middle School,No,2020,06,7,2,0,0,1,151,4.6,1.3,0,0,0.7
510,Lewis County,3,Lewis County Middle School,No,2020,07,7,2,0,0,1,122,5.7,1.6,0,0,0.8
510,Lewis County,3,Lewis County Middle School,No,2020,08,12,6,0,0,2,133,9,4.5,0,0,1.5
510,Lewis County,7,Lewis County Elementary,No,2020,01,0,0,0,0,0,156,0,0,0,0,0
510,Lewis County,7,Lewis County Elementary,No,2020,02,0,0,0,0,0,118,0,0,0,0,0
510,Lewis County,7,Lewis County Elementary,No,2020,K,0,0,0,0,0,147,0,0,0,0,0
510,Lewis County,10,Lewis Co High School,No,2020,09,20,12,0,0,0,147,13.6,8.2,0,0,0
510,Lewis County,10,Lewis Co High School,No,2020,10,14,2,0,0,0,139,10.1,1.4,0,0,0
510,Lewis County,10,Lewis Co High School,No,2020,11,15,6,0,0,1,129,11.6,4.7,0,0,0.8
510,Lewis County,10,Lewis Co High School,No,2020,12,10,4,0,0,0,114,8.8,3.5,0,0,0
510,Lewis County,20,Lewis County Intermediate School,No,2020,03,0,0,0,0,0,102,0,0,0,0,0
510,Lewis County,20,Lewis County Intermediate School,No,2020,04,0,0,0,0,0,120,0,0,0,0,0
510,Lewis County,20,Lewis County Intermediate School,No,2020,05,0,0,0,0,0,142,0,0,0,0,0
510,Lewis County,,,,2020,01,0,0,0,0,0,156,0,0,0,0,0
510,Lewis County,,,,2020,02,0,0,0,0,0,118,0,0,0,0,0
510,Lewis County,,,,2020,03,0,0,0,0,0,102,0,0,0,0,0
510,Lewis County,,,,2020,04,0,0,0,0,0,120,0,0,0,0,0
510,Lewis County,,,,2020,05,0,0,0,0,0,142,0,0,0,0,0
510,Lewis County,,,,2020,06,7,2,0,0,1,151,4.6,1.3,0,0,0.7
510,Lewis County,,,,2020,07,7,2,0,0,1,122,5.7,1.6,0,0,0.8
510,Lewis County,,,,2020,08,12,6,0,0,2,133,9,4.5,0,0,1.5
510,Lewis County,,,,2020,09,20,12,0,0,0,147,13.6,8.2,0,0,0
510,Lewis County,,,,2020,10,14,2,0,0,0,139,10.1,1.4,0,0,0
510,Lewis County,,,,2020,11,15,6,0,0,1,129,11.6,4.7,0,0,0.8
510,Lewis County,,,,2020,12,10,4,0,0,0,114,8.8,3.5,0,0,0
510,Lewis County,,,,2020,K,0,0,0,0,0,147,0,0,0,0,0
520,Lincoln County,10,Blanche School,No,2020,01,1,0,0,0,0,35,2.9,0,0,0,0
520,Lincoln County,10,Blanche School,No,2020,02,1,0,0,0,0,36,2.8,0,0,0,0
520,Lincoln County,10,Blanche School,No,2020,03,3,0,0,0,0,30,10,0,0,0,0
520,Lincoln County,10,Blanche School,No,2020,04,5,2,0,0,0,45,11.1,4.4,0,0,0
520,Lincoln County,10,Blanche School,No,2020,05,9,0,0,0,1,44,20.5,0,0,0,2.3
520,Lincoln County,10,Blanche School,No,2020,06,4,1,0,0,0,33,12.1,3,0,0,0
520,Lincoln County,10,Blanche School,No,2020,07,2,1,0,0,0,38,5.3,2.6,0,0,0
520,Lincoln County,10,Blanche School,No,2020,08,5,1,0,0,0,42,11.9,2.4,0,0,0
520,Lincoln County,10,Blanche School,No,2020,K,0,1,0,0,0,35,0,2.9,0,0,0
520,Lincoln County,45,Flintville School,No,2020,01,0,1,0,0,0,50,0,2,0,0,0
520,Lincoln County,45,Flintville School,No,2020,02,0,0,0,0,0,54,0,0,0,0,0
520,Lincoln County,45,Flintville School,No,2020,03,0,0,0,0,0,39,0,0,0,0,0
520,Lincoln County,45,Flintville School,No,2020,04,0,0,0,0,0,61,0,0,0,0,0
520,Lincoln County,45,Flintville School,No,2020,05,1,0,0,0,0,65,1.5,0,0,0,0
520,Lincoln County,45,Flintville School,No,2020,06,3,1,0,0,0,56,5.4,1.8,0,0,0
520,Lincoln County,45,Flintville School,No,2020,07,1,4,0,0,0,73,1.4,5.5,0,0,0
520,Lincoln County,45,Flintville School,No,2020,08,0,1,0,2,0,48,0,2.1,0,4.2,0
520,Lincoln County,45,Flintville School,No,2020,K,0,0,0,0,0,52,0,0,0,0,0
520,Lincoln County,50,Highland Rim School,No,2020,01,2,0,0,0,0,93,2.2,0,0,0,0
520,Lincoln County,50,Highland Rim School,No,2020,02,3,0,0,0,0,78,3.8,0,0,0,0
520,Lincoln County,50,Highland Rim School,No,2020,03,2,0,0,0,0,83,2.4,0,0,0,0
520,Lincoln County,50,Highland Rim School,No,2020,04,2,0,0,0,0,75,2.7,0,0,0,0
520,Lincoln County,50,Highland Rim School,No,2020,05,11,1,0,0,0,80,13.8,1.2,0,0,0
520,Lincoln County,50,Highland Rim School,No,2020,06,7,0,0,0,0,88,8,0,0,0,0
520,Lincoln County,50,Highland Rim School,No,2020,07,7,0,0,0,0,108,6.5,0,0,0,0
520,Lincoln County,50,Highland Rim School,No,2020,08,16,1,0,0,0,105,15.2,1,0,0,0
520,Lincoln County,50,Highland Rim School,No,2020,K,3,0,0,0,0,91,3.3,0,0,0,0
520,Lincoln County,56,Lincoln County High School,No,2020,09,52,11,0,6,0,352,14.8,3.1,0,1.7,0
520,Lincoln County,56,Lincoln County High School,No,2020,10,44,2,0,9,0,306,14.4,0.7,0,2.9,0
520,Lincoln County,56,Lincoln County High School,No,2020,11,45,5,0,0,0,313,14.4,1.6,0,0,0
520,Lincoln County,56,Lincoln County High School,No,2020,12,23,3,0,4,0,287,8,1,0,1.4,0
520,Lincoln County,82,South Lincoln School,No,2020,01,3,0,0,0,0,63,4.8,0,0,0,0
520,Lincoln County,82,South Lincoln School,No,2020,02,2,0,0,0,0,75,2.7,0,0,0,0
