ACT Code,County,County (copy),District,HighSchool,Year ,CGR %
431535,GIBSON,GIBSON,MILAN,MILAN HIGH SCHOOL,2017,0.657894737
431535,GIBSON,GIBSON,MILAN,MILAN HIGH SCHOOL,2018,0.59375
431535,GIBSON,GIBSON,MILAN,MILAN HIGH SCHOOL,2019,0.552447552
431535,GIBSON,GIBSON,MILAN,MILAN HIGH SCHOOL,2020,0.507575758
431535,GIBSON,GIBSON,MILAN,MILAN HIGH SCHOOL,2021,0.526666667
432280,GIBSON,GIBSON,TRENTON,PEABODY HIGH SCHOOL,2017,0.66
432280,GIBSON,GIBSON,TRENTON,PEABODY HIGH SCHOOL,2018,0.604651163
432280,GIBSON,GIBSON,TRENTON,PEABODY HIGH SCHOOL,2019,0.524752475
432280,GIBSON,GIBSON,TRENTON,PEABODY HIGH SCHOOL,2020,0.548387097
432280,GIBSON,GIBSON,TRENTON,PEABODY HIGH SCHOOL,2021,0.414141414
431935,GILES,GILES,GILES COUNTY,GILES COUNTY HIGH SCHOOL,2017,0.497777778
431935,GILES,GILES,GILES COUNTY,GILES COUNTY HIGH SCHOOL,2018,0.463687151
431935,GILES,GILES,GILES COUNTY,GILES COUNTY HIGH SCHOOL,2019,0.467836257
431935,GILES,GILES,GILES COUNTY,GILES COUNTY HIGH SCHOOL,2020,0.497206704
431935,GILES,GILES,GILES COUNTY,GILES COUNTY HIGH SCHOOL,2021,0.482269504
431250,GILES,GILES,GILES COUNTY,RICHLAND MIDDLE/HIGH SCHOOL,2017,0.613636364
431250,GILES,GILES,GILES COUNTY,RICHLAND MIDDLE/HIGH SCHOOL,2018,0.62962963
431250,GILES,GILES,GILES COUNTY,RICHLAND MIDDLE/HIGH SCHOOL,2019,0.511904762
431250,GILES,GILES,GILES COUNTY,RICHLAND MIDDLE/HIGH SCHOOL,2020,0.464285714
431250,GILES,GILES,GILES COUNTY,RICHLAND MIDDLE/HIGH SCHOOL,2021,0.39047619
432030,GRAINGER,GRAINGER,GRAINGER COUNTY,GRAINGER HIGH SCHOOL,2017,0.661202186
432030,GRAINGER,GRAINGER,GRAINGER COUNTY,GRAINGER HIGH SCHOOL,2018,0.617486339
432030,GRAINGER,GRAINGER,GRAINGER COUNTY,GRAINGER HIGH SCHOOL,2019,0.593137255
432030,GRAINGER,GRAINGER,GRAINGER COUNTY,GRAINGER HIGH SCHOOL,2020,0.563157895
432030,GRAINGER,GRAINGER,GRAINGER COUNTY,GRAINGER HIGH SCHOOL,2021,0.414141414
432380,GRAINGER,GRAINGER,GRAINGER COUNTY,WASHBURN SCHOOL,2017,0.658536585
432380,GRAINGER,GRAINGER,GRAINGER COUNTY,WASHBURN SCHOOL,2018,0.41025641
432380,GRAINGER,GRAINGER,GRAINGER COUNTY,WASHBURN SCHOOL,2019,0.595238095
432380,GRAINGER,GRAINGER,GRAINGER COUNTY,WASHBURN SCHOOL,2020,0.485714286
432380,GRAINGER,GRAINGER,GRAINGER COUNTY,WASHBURN SCHOOL,2021,0.238095238
430003,GREENE,GREENE,GREENE COUNTY,CHUCKEY DOAK HIGH SCHOOL,2017,0.541984733
430003,GREENE,GREENE,GREENE COUNTY,CHUCKEY DOAK HIGH SCHOOL,2018,0.5
430003,GREENE,GREENE,GREENE COUNTY,CHUCKEY DOAK HIGH SCHOOL,2019,0.606666667
430003,GREENE,GREENE,GREENE COUNTY,CHUCKEY DOAK HIGH SCHOOL,2020,0.525862069
430003,GREENE,GREENE,GREENE COUNTY,CHUCKEY DOAK HIGH SCHOOL,2021,0.427536232
430820,GREENE,GREENE,GREENE COUNTY,NORTH GREENE HIGH SCHOOL,2017,0.619565217
430820,GREENE,GREENE,GREENE COUNTY,NORTH GREENE HIGH SCHOOL,2018,0.546391753
430820,GREENE,GREENE,GREENE COUNTY,NORTH GREENE HIGH SCHOOL,2019,0.636363636
430820,GREENE,GREENE,GREENE COUNTY,NORTH GREENE HIGH SCHOOL,2020,0.494623656
430820,GREENE,GREENE,GREENE COUNTY,NORTH GREENE HIGH SCHOOL,2021,0.431818182
430825,GREENE,GREENE,GREENE COUNTY,SOUTH GREENE HIGH SCHOOL,2017,0.5625
430825,GREENE,GREENE,GREENE COUNTY,SOUTH GREENE HIGH SCHOOL,2018,0.551724138
430825,GREENE,GREENE,GREENE COUNTY,SOUTH GREENE HIGH SCHOOL,2019,0.577981651
430825,GREENE,GREENE,GREENE COUNTY,SOUTH GREENE HIGH SCHOOL,2020,0.552
430825,GREENE,GREENE,GREENE COUNTY,SOUTH GREENE HIGH SCHOOL,2021,0.486238532
431590,GREENE,GREENE,GREENE COUNTY,WEST GREENE HIGH SCHOOL,2017,0.408759124
431590,GREENE,GREENE,GREENE COUNTY,WEST GREENE HIGH SCHOOL,2018,0.4453125
431590,GREENE,GREENE,GREENE COUNTY,WEST GREENE HIGH SCHOOL,2019,0.451851852
431590,GREENE,GREENE,GREENE COUNTY,WEST GREENE HIGH SCHOOL,2020,0.436507937
431590,GREENE,GREENE,GREENE COUNTY,WEST GREENE HIGH SCHOOL,2021,0.454545455
430815,GREENE,GREENE,GREENEVILLE,GREENEVILLE HIGH SCHOOL,2017,0.761261261
430815,GREENE,GREENE,GREENEVILLE,GREENEVILLE HIGH SCHOOL,2018,0.74
430815,GREENE,GREENE,GREENEVILLE,GREENEVILLE HIGH SCHOOL,2019,0.754464286
430815,GREENE,GREENE,GREENEVILLE,GREENEVILLE HIGH SCHOOL,2020,0.748768473
430815,GREENE,GREENE,GREENEVILLE,GREENEVILLE HIGH SCHOOL,2021,0.613259669
432275,GRUNDY,GRUNDY,GRUNDY COUNTY,GRUNDY COUNTY HIGH SCHOOL,2017,0.539325843
432275,GRUNDY,GRUNDY,GRUNDY COUNTY,GRUNDY COUNTY HIGH SCHOOL,2018,0.588235294
432275,GRUNDY,GRUNDY,GRUNDY COUNTY,GRUNDY COUNTY HIGH SCHOOL,2019,0.545454545
432275,GRUNDY,GRUNDY,GRUNDY COUNTY,GRUNDY COUNTY HIGH SCHOOL,2020,0.567164179
432275,GRUNDY,GRUNDY,GRUNDY COUNTY,GRUNDY COUNTY HIGH SCHOOL,2021,0.449612403
431585,HAMBLEN,HAMBLEN,HAMBLEN COUNTY,MORRISTOWN EAST HIGH,2017,0.580985915
431585,HAMBLEN,HAMBLEN,HAMBLEN COUNTY,MORRISTOWN EAST HIGH,2018,0.593373494
431585,HAMBLEN,HAMBLEN,HAMBLEN COUNTY,MORRISTOWN EAST HIGH,2019,0.627565982
431585,HAMBLEN,HAMBLEN,HAMBLEN COUNTY,MORRISTOWN EAST HIGH,2020,0.483282675
431585,HAMBLEN,HAMBLEN,HAMBLEN COUNTY,MORRISTOWN EAST HIGH,2021,0.516819572
431587,HAMBLEN,HAMBLEN,HAMBLEN COUNTY,MORRISTOWN WEST HIGH,2017,0.740625
431587,HAMBLEN,HAMBLEN,HAMBLEN COUNTY,MORRISTOWN WEST HIGH,2018,0.635135135
431587,HAMBLEN,HAMBLEN,HAMBLEN COUNTY,MORRISTOWN WEST HIGH,2019,0.655778894
431587,HAMBLEN,HAMBLEN,HAMBLEN COUNTY,MORRISTOWN WEST HIGH,2020,0.54954955
431587,HAMBLEN,HAMBLEN,HAMBLEN COUNTY,MORRISTOWN WEST HIGH,2021,0.506369427
430283,HAMILTON,HAMILTON,HAMILTON COUNTY,BRAINERD HIGH SCHOOL,2017,0.412371134
430283,HAMILTON,HAMILTON,HAMILTON COUNTY,BRAINERD HIGH SCHOOL,2018,0.319727891
430283,HAMILTON,HAMILTON,HAMILTON COUNTY,BRAINERD HIGH SCHOOL,2019,0.554545455
430283,HAMILTON,HAMILTON,HAMILTON COUNTY,BRAINERD HIGH SCHOOL,2020,0.302325581
430283,HAMILTON,HAMILTON,HAMILTON COUNTY,BRAINERD HIGH SCHOOL,2021,0.422413793
430285,HAMILTON,HAMILTON,HAMILTON COUNTY,CENTRAL HIGH SCHOOL,2017,0.763513514
430285,HAMILTON,HAMILTON,HAMILTON COUNTY,CENTRAL HIGH SCHOOL,2018,0.595238095
430285,HAMILTON,HAMILTON,HAMILTON COUNTY,CENTRAL HIGH SCHOOL,2019,0.70212766
430285,HAMILTON,HAMILTON,HAMILTON COUNTY,CENTRAL HIGH SCHOOL,2020,0.597765363
430285,HAMILTON,HAMILTON,HAMILTON COUNTY,CENTRAL HIGH SCHOOL,2021,0.470588235
430289,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA GIRLS LEADERSHIP ACADEMY,2017,0.875
430289,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA GIRLS LEADERSHIP ACADEMY,2018,0.68
430289,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA GIRLS LEADERSHIP ACADEMY,2019,0.740740741
430289,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA GIRLS LEADERSHIP ACADEMY,2020,0.5
430289,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA GIRLS LEADERSHIP ACADEMY,2021,0.567567568
430290,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA HIGH SCHOOL CENTER FOR CREATIVE ARTS,2017,0.875
430290,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA HIGH SCHOOL CENTER FOR CREATIVE ARTS,2018,0.907692308
430290,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA HIGH SCHOOL CENTER FOR CREATIVE ARTS,2019,0.87654321
430290,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA HIGH SCHOOL CENTER FOR CREATIVE ARTS,2020,0.883116883
430290,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA HIGH SCHOOL CENTER FOR CREATIVE ARTS,2021,0.833333333
430292,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA HIGH SCHOOL FOR THE ARTS AND SCIENCES,2017,0.915789474
430292,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA HIGH SCHOOL FOR THE ARTS AND SCIENCES,2018,0.915789474
430292,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA HIGH SCHOOL FOR THE ARTS AND SCIENCES,2019,0.972477064
430292,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA HIGH SCHOOL FOR THE ARTS AND SCIENCES,2020,0.904761905
430292,HAMILTON,HAMILTON,HAMILTON COUNTY,CHATTANOOGA HIGH SCHOOL FOR THE ARTS AND SCIENCES,2021,0.902912621
430044,HAMILTON,HAMILTON,HAMILTON COUNTY,EAST HAMILTON SCHOOL,2017,0.790598291
430044,HAMILTON,HAMILTON,HAMILTON COUNTY,EAST HAMILTON SCHOOL,2018,0.836283186
430044,HAMILTON,HAMILTON,HAMILTON COUNTY,EAST HAMILTON SCHOOL,2019,0.794979079
430044,HAMILTON,HAMILTON,HAMILTON COUNTY,EAST HAMILTON SCHOOL,2020,0.66359447
430044,HAMILTON,HAMILTON,HAMILTON COUNTY,EAST HAMILTON SCHOOL,2021,0.642512077
430295,HAMILTON,HAMILTON,HAMILTON COUNTY,EAST RIDGE HIGH SCHOOL,2017,0.488235294
430295,HAMILTON,HAMILTON,HAMILTON COUNTY,EAST RIDGE HIGH SCHOOL,2018,0.519480519
430295,HAMILTON,HAMILTON,HAMILTON COUNTY,EAST RIDGE HIGH SCHOOL,2019,0.515789474
430295,HAMILTON,HAMILTON,HAMILTON COUNTY,EAST RIDGE HIGH SCHOOL,2020,0.472826087
430295,HAMILTON,HAMILTON,HAMILTON COUNTY,EAST RIDGE HIGH SCHOOL,2021,0.428571429
430304,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY COLLEGIATE HIGH AT CHATTANOOGA STATE,2017,0.790697674
430304,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY COLLEGIATE HIGH AT CHATTANOOGA STATE,2018,0.816326531
430304,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY COLLEGIATE HIGH AT CHATTANOOGA STATE,2019,0.68627451
430304,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY COLLEGIATE HIGH AT CHATTANOOGA STATE,2020,0.684210526
430304,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY COLLEGIATE HIGH AT CHATTANOOGA STATE,2021,0.625
431829,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY HIGH SCHOOL,2017,0.222222222
431829,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY HIGH SCHOOL,2018,0.247191011
431829,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY HIGH SCHOOL,2019,0.25862069
431829,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY HIGH SCHOOL,2020,0
431829,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY HIGH SCHOOL,2021,0
430332,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY VIRTUAL SCHOOL,2017,0
430332,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY VIRTUAL SCHOOL,2018,
430332,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY VIRTUAL SCHOOL,2019,
430332,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY VIRTUAL SCHOOL,2020,
430332,HAMILTON,HAMILTON,HAMILTON COUNTY,HAMILTON COUNTY VIRTUAL SCHOOL,2021,
430900,HAMILTON,HAMILTON,HAMILTON COUNTY,HIXSON HIGH SCHOOL,2017,0.647398844
430900,HAMILTON,HAMILTON,HAMILTON COUNTY,HIXSON HIGH SCHOOL,2018,0.542105263
430900,HAMILTON,HAMILTON,HAMILTON COUNTY,HIXSON HIGH SCHOOL,2019,0.632124352
430900,HAMILTON,HAMILTON,HAMILTON COUNTY,HIXSON HIGH SCHOOL,2020,0.599009901
430900,HAMILTON,HAMILTON,HAMILTON COUNTY,HIXSON HIGH SCHOOL,2021,0.45
432142,HAMILTON,HAMILTON,HAMILTON COUNTY,IVY ACADEMY,2017,0.303030303
432142,HAMILTON,HAMILTON,HAMILTON COUNTY,IVY ACADEMY,2018,0.62962963
432142,HAMILTON,HAMILTON,HAMILTON COUNTY,IVY ACADEMY,2019,0.761904762
432142,HAMILTON,HAMILTON,HAMILTON COUNTY,IVY ACADEMY,2020,0.588235294
432142,HAMILTON,HAMILTON,HAMILTON COUNTY,IVY ACADEMY,2021,0.55
430312,HAMILTON,HAMILTON,HAMILTON COUNTY,LOOKOUT VALLEY HIGH SCHOOL,2017,0.791666667
430312,HAMILTON,HAMILTON,HAMILTON COUNTY,LOOKOUT VALLEY HIGH SCHOOL,2018,0.769230769
430312,HAMILTON,HAMILTON,HAMILTON COUNTY,LOOKOUT VALLEY HIGH SCHOOL,2019,0.692307692
430312,HAMILTON,HAMILTON,HAMILTON COUNTY,LOOKOUT VALLEY HIGH SCHOOL,2020,0.6
430312,HAMILTON,HAMILTON,HAMILTON COUNTY,LOOKOUT VALLEY HIGH SCHOOL,2021,0.485714286
431830,HAMILTON,HAMILTON,HAMILTON COUNTY,OOLTEWAH HIGH SCHOOL,2017,0.661442006
431830,HAMILTON,HAMILTON,HAMILTON COUNTY,OOLTEWAH HIGH SCHOOL,2018,0.724852071
431830,HAMILTON,HAMILTON,HAMILTON COUNTY,OOLTEWAH HIGH SCHOOL,2019,0.66873065
431830,HAMILTON,HAMILTON,HAMILTON COUNTY,OOLTEWAH HIGH SCHOOL,2020,0.632311978
431830,HAMILTON,HAMILTON,HAMILTON COUNTY,OOLTEWAH HIGH SCHOOL,2021,0.531446541
430325,HAMILTON,HAMILTON,HAMILTON COUNTY,RED BANK HIGH SCHOOL,2017,0.666666667
430325,HAMILTON,HAMILTON,HAMILTON COUNTY,RED BANK HIGH SCHOOL,2018,0.620253165
430325,HAMILTON,HAMILTON,HAMILTON COUNTY,RED BANK HIGH SCHOOL,2019,0.502923977
430325,HAMILTON,HAMILTON,HAMILTON COUNTY,RED BANK HIGH SCHOOL,2020,0.474683544
430325,HAMILTON,HAMILTON,HAMILTON COUNTY,RED BANK HIGH SCHOOL,2021,0.406060606
432040,HAMILTON,HAMILTON,HAMILTON COUNTY,SALE CREEK HIGH SCHOOL,2017,0.822580645
432040,HAMILTON,HAMILTON,HAMILTON COUNTY,SALE CREEK HIGH SCHOOL,2018,0.707692308
432040,HAMILTON,HAMILTON,HAMILTON COUNTY,SALE CREEK HIGH SCHOOL,2019,0.62962963
432040,HAMILTON,HAMILTON,HAMILTON COUNTY,SALE CREEK HIGH SCHOOL,2020,0.712328767
432040,HAMILTON,HAMILTON,HAMILTON COUNTY,SALE CREEK HIGH SCHOOL,2021,0.709677419
432141,HAMILTON,HAMILTON,HAMILTON COUNTY,SEQUOYAH HIGH SCHOOL,2017,0.412698413
432141,HAMILTON,HAMILTON,HAMILTON COUNTY,SEQUOYAH HIGH SCHOOL,2018,0.367647059
432141,HAMILTON,HAMILTON,HAMILTON COUNTY,SEQUOYAH HIGH SCHOOL,2019,0.324675325
432141,HAMILTON,HAMILTON,HAMILTON COUNTY,SEQUOYAH HIGH SCHOOL,2020,0.228571429
432141,HAMILTON,HAMILTON,HAMILTON COUNTY,SEQUOYAH HIGH SCHOOL,2021,0.225806452
432109,HAMILTON,HAMILTON,HAMILTON COUNTY,SIGNAL MOUNTAIN HIGH SCHOOL,2017,0.854304636
432109,HAMILTON,HAMILTON,HAMILTON COUNTY,SIGNAL MOUNTAIN HIGH SCHOOL,2018,0.863636364
432109,HAMILTON,HAMILTON,HAMILTON COUNTY,SIGNAL MOUNTAIN HIGH SCHOOL,2019,0.828571429
432109,HAMILTON,HAMILTON,HAMILTON COUNTY,SIGNAL MOUNTAIN HIGH SCHOOL,2020,0.897260274
432109,HAMILTON,HAMILTON,HAMILTON COUNTY,SIGNAL MOUNTAIN HIGH SCHOOL,2021,0.852071006
432140,HAMILTON,HAMILTON,HAMILTON COUNTY,SODDY DAISY HIGH SCHOOL,2017,0.670588235
432140,HAMILTON,HAMILTON,HAMILTON COUNTY,SODDY DAISY HIGH SCHOOL,2018,0.676767677
432140,HAMILTON,HAMILTON,HAMILTON COUNTY,SODDY DAISY HIGH SCHOOL,2019,0.651515152
432140,HAMILTON,HAMILTON,HAMILTON COUNTY,SODDY DAISY HIGH SCHOOL,2020,0.671378092
432140,HAMILTON,HAMILTON,HAMILTON COUNTY,SODDY DAISY HIGH SCHOOL,2021,0.698630137
430297,HAMILTON,HAMILTON,HAMILTON COUNTY,STEM SCHOOL CHATTANOOGA,2017,0.86440678
430297,HAMILTON,HAMILTON,HAMILTON COUNTY,STEM SCHOOL CHATTANOOGA,2018,0.770491803
430297,HAMILTON,HAMILTON,HAMILTON COUNTY,STEM SCHOOL CHATTANOOGA,2019,0.775862069
430297,HAMILTON,HAMILTON,HAMILTON COUNTY,STEM SCHOOL CHATTANOOGA,2020,0.890625
430297,HAMILTON,HAMILTON,HAMILTON COUNTY,STEM SCHOOL CHATTANOOGA,2021,0.803030303
430305,HAMILTON,HAMILTON,HAMILTON COUNTY,THE HOWARD SCHOOL,2017,0.427419355
430305,HAMILTON,HAMILTON,HAMILTON COUNTY,THE HOWARD SCHOOL,2018,0.277419355
430305,HAMILTON,HAMILTON,HAMILTON COUNTY,THE HOWARD SCHOOL,2019,0.25136612
430305,HAMILTON,HAMILTON,HAMILTON COUNTY,THE HOWARD SCHOOL,2020,0.211340206
430305,HAMILTON,HAMILTON,HAMILTON COUNTY,THE HOWARD SCHOOL,2021,0.178571429
432325,HAMILTON,HAMILTON,HAMILTON COUNTY,TYNER ACADEMY,2017,0.627118644
432325,HAMILTON,HAMILTON,HAMILTON COUNTY,TYNER ACADEMY,2018,0.693430657
432325,HAMILTON,HAMILTON,HAMILTON COUNTY,TYNER ACADEMY,2019,0.619047619
432325,HAMILTON,HAMILTON,HAMILTON COUNTY,TYNER ACADEMY,2020,0.607476636
432325,HAMILTON,HAMILTON,HAMILTON COUNTY,TYNER ACADEMY,2021,0.5
432135,HANCOCK,HANCOCK,HANCOCK COUNTY,HANCOCK COUNTY MIDDLE/HIGH SCHOOL,2017,0.573529412
432135,HANCOCK,HANCOCK,HANCOCK COUNTY,HANCOCK COUNTY MIDDLE/HIGH SCHOOL,2018,0.5
432135,HANCOCK,HANCOCK,HANCOCK COUNTY,HANCOCK COUNTY MIDDLE/HIGH SCHOOL,2019,0.472972973
432135,HANCOCK,HANCOCK,HANCOCK COUNTY,HANCOCK COUNTY MIDDLE/HIGH SCHOOL,2020,0.535714286
432135,HANCOCK,HANCOCK,HANCOCK COUNTY,HANCOCK COUNTY MIDDLE/HIGH SCHOOL,2021,0.4375
430155,HARDEMAN,HARDEMAN,HARDEMAN COUNTY SCHOOLS,CENTRAL HIGH SCHOOL,2017,0.578947368
430155,HARDEMAN,HARDEMAN,HARDEMAN COUNTY SCHOOLS,CENTRAL HIGH SCHOOL,2018,0.677966102
430155,HARDEMAN,HARDEMAN,HARDEMAN COUNTY SCHOOLS,CENTRAL HIGH SCHOOL,2019,0.574712644
430155,HARDEMAN,HARDEMAN,HARDEMAN COUNTY SCHOOLS,CENTRAL HIGH SCHOOL,2020,0.496644295
430155,HARDEMAN,HARDEMAN,HARDEMAN COUNTY SCHOOLS,CENTRAL HIGH SCHOOL,2021,0.453333333
431525,HARDEMAN,HARDEMAN,HARDEMAN COUNTY SCHOOLS,MIDDLETON HIGH SCHOOL,2017,0.61038961
431525,HARDEMAN,HARDEMAN,HARDEMAN COUNTY SCHOOLS,MIDDLETON HIGH SCHOOL,2018,0.590361446
431525,HARDEMAN,HARDEMAN,HARDEMAN COUNTY SCHOOLS,MIDDLETON HIGH SCHOOL,2019,0.483333333
431525,HARDEMAN,HARDEMAN,HARDEMAN COUNTY SCHOOLS,MIDDLETON HIGH SCHOOL,2020,0.402597403
431525,HARDEMAN,HARDEMAN,HARDEMAN COUNTY SCHOOLS,MIDDLETON HIGH SCHOOL,2021,0.410958904
432060,HARDIN,HARDIN,HARDIN COUNTY,HARDIN COUNTY HIGH SCHOOL,2017,0.553097345
432060,HARDIN,HARDIN,HARDIN COUNTY,HARDIN COUNTY HIGH SCHOOL,2018,0.563636364
432060,HARDIN,HARDIN,HARDIN COUNTY,HARDIN COUNTY HIGH SCHOOL,2019,0.509803922
432060,HARDIN,HARDIN,HARDIN COUNTY,HARDIN COUNTY HIGH SCHOOL,2020,0.518867925
432060,HARDIN,HARDIN,HARDIN COUNTY,HARDIN COUNTY HIGH SCHOOL,2021,0.513157895
432016,HAWKINS,HAWKINS,HAWKINS COUNTY,CHEROKEE HIGH SCHOOL,2017,0.512544803
432016,HAWKINS,HAWKINS,HAWKINS COUNTY,CHEROKEE HIGH SCHOOL,2018,0.542857143
432016,HAWKINS,HAWKINS,HAWKINS COUNTY,CHEROKEE HIGH SCHOOL,2019,0.56
432016,HAWKINS,HAWKINS,HAWKINS COUNTY,CHEROKEE HIGH SCHOOL,2020,0.482758621
432016,HAWKINS,HAWKINS,HAWKINS COUNTY,CHEROKEE HIGH SCHOOL,2021,0.429824561
430617,HAWKINS,HAWKINS,HAWKINS COUNTY,CLINCH HIGH SCHOOL,2017,
430617,HAWKINS,HAWKINS,HAWKINS COUNTY,CLINCH HIGH SCHOOL,2018,
430617,HAWKINS,HAWKINS,HAWKINS COUNTY,CLINCH HIGH SCHOOL,2019,
430617,HAWKINS,HAWKINS,HAWKINS COUNTY,CLINCH HIGH SCHOOL,2020,
430617,HAWKINS,HAWKINS,HAWKINS COUNTY,CLINCH HIGH SCHOOL,2021,
430341,HAWKINS,HAWKINS,HAWKINS COUNTY,VOLUNTEER HIGH SCHOOL,2017,0.642105263
430341,HAWKINS,HAWKINS,HAWKINS COUNTY,VOLUNTEER HIGH SCHOOL,2018,0.621722846
430341,HAWKINS,HAWKINS,HAWKINS COUNTY,VOLUNTEER HIGH SCHOOL,2019,0.636752137
430341,HAWKINS,HAWKINS,HAWKINS COUNTY,VOLUNTEER HIGH SCHOOL,2020,0.541666667
430341,HAWKINS,HAWKINS,HAWKINS COUNTY,VOLUNTEER HIGH SCHOOL,2021,0.524229075
430190,HAYWOOD,HAYWOOD,HAYWOOD COUNTY,HAYWOOD HIGH SCHOOL,2017,0.594736842
430190,HAYWOOD,HAYWOOD,HAYWOOD COUNTY,HAYWOOD HIGH SCHOOL,2018,0.595959596
430190,HAYWOOD,HAYWOOD,HAYWOOD COUNTY,HAYWOOD HIGH SCHOOL,2019,0.637168142
430190,HAYWOOD,HAYWOOD,HAYWOOD COUNTY,HAYWOOD HIGH SCHOOL,2020,0.51396648
430190,HAYWOOD,HAYWOOD,HAYWOOD COUNTY,HAYWOOD HIGH SCHOOL,2021,0.416243655
431207,HENDERSON,HENDERSON,HENDERSON COUNTY,LEXINGTON HIGH SCHOOL,2017,0.717391304
431207,HENDERSON,HENDERSON,HENDERSON COUNTY,LEXINGTON HIGH SCHOOL,2018,0.696428571
431207,HENDERSON,HENDERSON,HENDERSON COUNTY,LEXINGTON HIGH SCHOOL,2019,0.674033149
431207,HENDERSON,HENDERSON,HENDERSON COUNTY,LEXINGTON HIGH SCHOOL,2020,0.642487047
431207,HENDERSON,HENDERSON,HENDERSON COUNTY,LEXINGTON HIGH SCHOOL,2021,0.615384615
432070,HENDERSON,HENDERSON,HENDERSON COUNTY,SCOTTS HILL HIGH SCHOOL,2017,0.794392523
432070,HENDERSON,HENDERSON,HENDERSON COUNTY,SCOTTS HILL HIGH SCHOOL,2018,0.774774775
432070,HENDERSON,HENDERSON,HENDERSON COUNTY,SCOTTS HILL HIGH SCHOOL,2019,0.713043478
432070,HENDERSON,HENDERSON,HENDERSON COUNTY,SCOTTS HILL HIGH SCHOOL,2020,0.663636364
432070,HENDERSON,HENDERSON,HENDERSON COUNTY,SCOTTS HILL HIGH SCHOOL,2021,0.647058824
431845,HENRY,HENRY,HENRY COUNTY,HENRY COUNTY HIGH SCHOOL,2017,0.639575972
431845,HENRY,HENRY,HENRY COUNTY,HENRY COUNTY HIGH SCHOOL,2018,0.603571429
431845,HENRY,HENRY,HENRY COUNTY,HENRY COUNTY HIGH SCHOOL,2019,0.689045936
431845,HENRY,HENRY,HENRY COUNTY,HENRY COUNTY HIGH SCHOOL,2020,0.520123839
431845,HENRY,HENRY,HENRY COUNTY,HENRY COUNTY HIGH SCHOOL,2021,0.487364621
430074,HENRY,HENRY,HENRY COUNTY,HENRY COUNTY VIRTUAL ACADEMY,2017,0
430074,HENRY,HENRY,HENRY COUNTY,HENRY COUNTY VIRTUAL ACADEMY,2018,0
430074,HENRY,HENRY,HENRY COUNTY,HENRY COUNTY VIRTUAL ACADEMY,2019,0
430074,HENRY,HENRY,HENRY COUNTY,HENRY COUNTY VIRTUAL ACADEMY,2020,0
430074,HENRY,HENRY,HENRY COUNTY,HENRY COUNTY VIRTUAL ACADEMY,2021,
431251,HICKMAN,HICKMAN,HICKMAN COUNTY,EAST HICKMAN HIGH SCHOOL,2017,0.54887218
431251,HICKMAN,HICKMAN,HICKMAN COUNTY,EAST HICKMAN HIGH SCHOOL,2018,0.514018692
431251,HICKMAN,HICKMAN,HICKMAN COUNTY,EAST HICKMAN HIGH SCHOOL,2019,0.701754386
431251,HICKMAN,HICKMAN,HICKMAN COUNTY,EAST HICKMAN HIGH SCHOOL,2020,0.448979592
431251,HICKMAN,HICKMAN,HICKMAN COUNTY,EAST HICKMAN HIGH SCHOOL,2021,0.486956522
430250,HICKMAN,HICKMAN,HICKMAN COUNTY,HICKMAN COUNTY HIGH SCHOOL,2017,0.786324786
430250,HICKMAN,HICKMAN,HICKMAN COUNTY,HICKMAN COUNTY HIGH SCHOOL,2018,0.642276423
