district_number,district_name,school_number,school_name,school_year,gender,students_in_school_suspension,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent_in_school_suspension,percent_suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
470,Knox County,145,Karns Elementary,2020,Female,0,1,0,0,0,648,0,0.2,0,0,0
470,Knox County,145,Karns Elementary,2020,Male,0,8,0,0,0,684,0,1.2,0,0,0
470,Knox County,147,Karns Middle School,2020,Female,8,20,0,0,0,526,1.5,3.8,0,0,0
470,Knox County,147,Karns Middle School,2020,Male,34,52,0,2,1,518,6.6,10,0,0.4,0.2
470,Knox County,150,Karns High School,2020,Female,0,37,0,0,4,774,0,4.8,0,0,0.5
470,Knox County,150,Karns High School,2020,Male,0,85,0,0,4,796,0,10.7,0,0,0.5
470,Knox County,158,Knox Adaptive Education Center,2020,Female,0,4,0,0,0,28,0,14.3,0,0,0
470,Knox County,158,Knox Adaptive Education Center,2020,Male,0,18,0,2,1,74,0,24.3,0,2.7,1.4
470,Knox County,165,Lonsdale Elementary,2020,Female,0,0,0,0,0,176,0,0,0,0,0
470,Knox County,165,Lonsdale Elementary,2020,Male,0,8,0,0,0,177,0,4.5,0,0,0
470,Knox County,168,Maynard Elementary,2020,Female,0,2,0,0,0,84,0,2.4,0,0,0
470,Knox County,168,Maynard Elementary,2020,Male,0,13,0,0,0,85,0,15.3,0,0,0
470,Knox County,170,Mt Olive Elementary,2020,Female,0,0,0,0,0,123,0,0,0,0,0
470,Knox County,170,Mt Olive Elementary,2020,Male,0,1,0,0,0,129,0,0.8,0,0,0
470,Knox County,172,Mooreland Heights Elementary,2020,Female,0,1,0,0,0,176,0,0.6,0,0,0
470,Knox County,172,Mooreland Heights Elementary,2020,Male,0,4,0,0,0,160,0,2.5,0,0,0
470,Knox County,175,New Hopewell Elementary,2020,Female,0,0,0,0,0,135,0,0,0,0,0
470,Knox County,175,New Hopewell Elementary,2020,Male,0,1,0,0,0,129,0,0.8,0,0,0
470,Knox County,177,Norwood Elementary,2020,Female,0,2,0,0,0,273,0,0.7,0,0,0
470,Knox County,177,Norwood Elementary,2020,Male,0,5,0,0,0,292,0,1.7,0,0,0
470,Knox County,180,Powell Elementary,2020,Female,0,2,0,0,0,439,0,0.5,0,0,0
470,Knox County,180,Powell Elementary,2020,Male,0,15,0,0,0,469,0,3.2,0,0,0
470,Knox County,182,Powell Middle School,2020,Female,0,41,0,0,1,495,0,8.3,0,0,0.2
470,Knox County,182,Powell Middle School,2020,Male,0,58,0,0,2,510,0,11.4,0,0,0.4
470,Knox County,185,Powell High School,2020,Female,59,22,0,0,0,715,8.3,3.1,0,0,0
470,Knox County,185,Powell High School,2020,Male,144,77,0,0,2,710,20.3,10.8,0,0,0.3
470,Knox County,187,Northwest Middle School,2020,Female,0,37,0,0,1,494,0,7.5,0,0,0.2
470,Knox County,187,Northwest Middle School,2020,Male,0,69,0,1,0,522,0,13.2,0,0.2,0
470,Knox County,195,Ritta Elementary,2020,Female,0,1,0,0,0,298,0,0.3,0,0,0
470,Knox County,195,Ritta Elementary,2020,Male,0,1,0,0,0,316,0,0.3,0,0,0
470,Knox County,202,Pleasant Ridge Elementary,2020,Female,0,0,0,0,0,157,0,0,0,0,0
470,Knox County,202,Pleasant Ridge Elementary,2020,Male,0,9,0,0,0,192,0,4.7,0,0,0
470,Knox County,207,Pond Gap Elementary,2020,Female,0,2,0,0,0,199,0,1,0,0,0
470,Knox County,207,Pond Gap Elementary,2020,Male,0,12,0,0,0,233,0,5.2,0,0,0
470,Knox County,210,Sunnyview Primary,2020,Female,0,0,0,0,0,112,0,0,0,0,0
470,Knox County,210,Sunnyview Primary,2020,Male,0,2,0,0,0,127,0,1.6,0,0,0
470,Knox County,212,Ridgedale Alternative School,2020,Female,0,1,0,35,14,54,0,1.9,0,64.8,25.9
470,Knox County,212,Ridgedale Alternative School,2020,Male,0,10,0,58,14,139,0,7.2,0,41.7,10.1
470,Knox County,225,Ft Sanders Education Development  Center,2020,Female,,,,,,,,,,,
470,Knox County,225,Ft Sanders Education Development  Center,2020,Male,0,0,0,0,0,13,0,0,0,0,0
470,Knox County,235,Rocky Hill Elementary,2020,Female,0,1,0,0,0,382,0,0.3,0,0,0
470,Knox County,235,Rocky Hill Elementary,2020,Male,0,5,0,0,0,430,0,1.2,0,0,0
470,Knox County,245,Sam E. Hill Primary School,2020,Female,0,0,0,0,0,102,0,0,0,0,0
470,Knox County,245,Sam E. Hill Primary School,2020,Male,0,0,0,0,0,88,0,0,0,0,0
470,Knox County,250,Sarah Moore Greene Magnet Technology Academy,2020,Female,0,12,0,0,0,339,0,3.5,0,0,0
470,Knox County,250,Sarah Moore Greene Magnet Technology Academy,2020,Male,0,10,0,0,0,340,0,2.9,0,0,0
470,Knox County,255,Sequoyah Elementary,2020,Female,0,0,0,0,0,275,0,0,0,0,0
470,Knox County,255,Sequoyah Elementary,2020,Male,0,3,0,0,0,298,0,1,0,0,0
470,Knox County,260,Shannondale Elementary,2020,Female,0,0,0,0,0,225,0,0,0,0,0
470,Knox County,260,Shannondale Elementary,2020,Male,0,4,0,0,0,212,0,1.9,0,0,0
470,Knox County,265,South Knox Elementary,2020,Female,0,0,0,0,0,94,0,0,0,0,0
470,Knox County,265,South Knox Elementary,2020,Male,0,0,0,0,0,88,0,0,0,0,0
470,Knox County,280,Spring Hill Elementary,2020,Female,1,6,0,0,0,269,0.4,2.2,0,0,0
470,Knox County,280,Spring Hill Elementary,2020,Male,0,15,0,0,0,292,0,5.1,0,0,0
470,Knox County,285,Sterchi Elementary,2020,Female,0,2,0,0,0,210,0,1,0,0,0
470,Knox County,285,Sterchi Elementary,2020,Male,1,6,0,0,0,204,0.5,2.9,0,0,0
470,Knox County,295,Vine Middle/Magnet,2020,Female,4,76,0,1,7,298,1.3,25.5,0,0.3,2.3
470,Knox County,295,Vine Middle/Magnet,2020,Male,2,112,0,3,12,293,0.7,38.2,0,1,4.1
470,Knox County,300,West Haven Elementary,2020,Female,0,0,0,0,0,173,0,0,0,0,0
470,Knox County,300,West Haven Elementary,2020,Male,0,6,0,0,0,188,0,3.2,0,0,0
470,Knox County,305,West High School,2020,Female,100,33,0,0,4,778,12.9,4.2,0,0,0.5
470,Knox County,305,West High School,2020,Male,147,60,0,0,2,819,17.9,7.3,0,0,0.2
470,Knox County,310,West Hills Elementary,2020,Female,0,2,0,0,0,369,0,0.5,0,0,0
470,Knox County,310,West Hills Elementary,2020,Male,0,6,0,0,0,423,0,1.4,0,0,0
470,Knox County,313,West Valley Middle School,2020,Female,0,8,0,0,1,657,0,1.2,0,0,0.2
470,Knox County,313,West Valley Middle School,2020,Male,0,31,0,1,5,618,0,5,0,0.2,0.8
470,Knox County,315,West View Elementary,2020,Female,0,1,0,0,0,132,0,0.8,0,0,0
470,Knox County,315,West View Elementary,2020,Male,0,1,0,0,0,126,0,0.8,0,0,0
470,Knox County,320,Whittle Springs Middle School,2020,Female,28,25,0,0,0,291,9.6,8.6,0,0,0
470,Knox County,320,Whittle Springs Middle School,2020,Male,65,75,0,0,0,305,21.3,24.6,0,0,0
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,2020,Female,2,3,0,0,1,82,2.4,3.7,0,0,1.2
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,2020,Male,4,7,0,0,0,106,3.8,6.6,0,0,0
470,Knox County,334,L N STEM Academy,2020,Female,5,3,0,0,0,272,1.8,1.1,0,0,0
470,Knox County,334,L N STEM Academy,2020,Male,6,9,0,0,0,326,1.8,2.8,0,0,0
470,Knox County,336,Northshore Elementary School,2020,Female,0,1,0,0,0,543,0,0.2,0,0,0
470,Knox County,336,Northshore Elementary School,2020,Male,0,6,0,0,0,600,0,1,0,0,0
470,Knox County,345,Career Magnet Academy,2020,Female,2,6,0,0,0,167,1.2,3.6,0,0,0
470,Knox County,345,Career Magnet Academy,2020,Male,6,6,0,0,0,107,5.6,5.6,0,0,0
470,Knox County,350,Gibbs Middle School,2020,Female,0,14,0,0,0,304,0,4.6,0,0,0
470,Knox County,350,Gibbs Middle School,2020,Male,0,61,0,0,0,330,0,18.5,0,0,0
470,Knox County,355,Hardin Valley Middle School,2020,Female,0,12,0,0,0,487,0,2.5,0,0,0
470,Knox County,355,Hardin Valley Middle School,2020,Male,1,56,0,0,1,581,0.2,9.6,0,0,0.2
470,Knox County,8001,Emerald Academy,2020,Female,0,40,0,0,0,333,0,12,0,0,0
470,Knox County,8001,Emerald Academy,2020,Male,0,86,0,0,0,353,0,24.4,0,0,0
470,Knox County,,,2020,Female,409,950,0,82,63,30770,1.3,3.1,0,0.3,0.2
470,Knox County,,,2020,Male,843,2120,0,180,104,32581,2.6,6.5,0,0.6,0.3
480,Lake County,5,Lake Co High School,2020,Female,0,1,0,1,1,100,0,1,0,1,1
480,Lake County,5,Lake Co High School,2020,Male,0,7,0,0,0,117,0,6,0,0,0
480,Lake County,10,Lara Kendall Elementary,2020,Female,4,12,0,0,0,181,2.2,6.6,0,0,0
480,Lake County,10,Lara Kendall Elementary,2020,Male,13,20,0,9,0,192,6.8,10.4,0,4.7,0
480,Lake County,15,Margaret Newton Elementary,2020,Female,0,0,0,0,0,77,0,0,0,0,0
480,Lake County,15,Margaret Newton Elementary,2020,Male,0,0,0,0,0,85,0,0,0,0,0
480,Lake County,,,2020,Female,4,13,0,1,1,358,1.1,3.6,0,0.3,0.3
480,Lake County,,,2020,Male,13,27,0,9,0,394,3.3,6.9,0,2.3,0
490,Lauderdale County,20,Halls Elementary School,2020,Female,7,0,0,0,0,323,2.2,0,0,0,0
490,Lauderdale County,20,Halls Elementary School,2020,Male,27,4,0,0,0,310,8.7,1.3,0,0,0
490,Lauderdale County,23,Halls High School,2020,Female,5,5,0,1,0,206,2.4,2.4,0,0.5,0
490,Lauderdale County,23,Halls High School,2020,Male,18,11,0,5,2,193,9.3,5.7,0,2.6,1
490,Lauderdale County,24,Halls Junior High School,2020,Female,5,1,0,0,0,109,4.6,0.9,0,0,0
490,Lauderdale County,24,Halls Junior High School,2020,Male,10,3,0,3,0,126,7.9,2.4,0,2.4,0
490,Lauderdale County,25,Ripley Middle School,2020,Female,25,40,0,5,1,313,8,12.8,0,1.6,0.3
490,Lauderdale County,25,Ripley Middle School,2020,Male,38,47,0,10,2,333,11.4,14.1,0,3,0.6
490,Lauderdale County,40,Ripley High School,2020,Female,61,36,0,11,1,366,16.7,9.8,0,3,0.3
490,Lauderdale County,40,Ripley High School,2020,Male,119,30,0,20,8,434,27.4,6.9,0,4.6,1.8
490,Lauderdale County,50,Ripley Primary,2020,Female,0,0,0,0,0,300,0,0,0,0,0
490,Lauderdale County,50,Ripley Primary,2020,Male,3,3,0,0,0,298,1,1,0,0,0
490,Lauderdale County,55,Ripley Elementary,2020,Female,14,2,0,1,0,286,4.9,0.7,0,0.3,0
490,Lauderdale County,55,Ripley Elementary,2020,Male,53,14,0,6,0,334,15.9,4.2,0,1.8,0
490,Lauderdale County,,,2020,Female,117,84,0,18,2,1886,6.2,4.5,0,1,0.1
490,Lauderdale County,,,2020,Male,268,112,0,44,12,2019,13.3,5.5,0,2.2,0.6
500,Lawrence County,13,E O Coffman Middle School,2020,Female,9,1,0,0,0,305,3,0.3,0,0,0
500,Lawrence County,13,E O Coffman Middle School,2020,Male,44,8,0,10,2,372,11.8,2.2,0,2.7,0.5
500,Lawrence County,15,David Crockett Elementary,2020,Female,0,1,0,0,0,237,0,0.4,0,0,0
500,Lawrence County,15,David Crockett Elementary,2020,Male,1,2,0,0,0,262,0.4,0.8,0,0,0
500,Lawrence County,20,Ethridge Elementary,2020,Female,0,0,0,0,0,229,0,0,0,0,0
500,Lawrence County,20,Ethridge Elementary,2020,Male,0,1,0,0,0,238,0,0.4,0,0,0
500,Lawrence County,30,Ingram Sowell Elementary,2020,Female,0,2,0,0,0,185,0,1.1,0,0,0
500,Lawrence County,30,Ingram Sowell Elementary,2020,Male,4,3,0,0,0,225,1.8,1.3,0,0,0
500,Lawrence County,40,Lawrence Co High School,2020,Female,23,2,0,7,0,579,4,0.3,0,1.2,0
500,Lawrence County,40,Lawrence Co High School,2020,Male,54,3,0,12,2,570,9.5,0.5,0,2.1,0.4
500,Lawrence County,45,Lawrenceburg Public,2020,Female,0,0,0,0,0,244,0,0,0,0,0
500,Lawrence County,45,Lawrenceburg Public,2020,Male,1,1,0,0,0,259,0.4,0.4,0,0,0
500,Lawrence County,50,Leoma Elementary,2020,Female,0,1,0,0,0,255,0,0.4,0,0,0
500,Lawrence County,50,Leoma Elementary,2020,Male,0,5,0,0,0,263,0,1.9,0,0,0
500,Lawrence County,60,South Lawrence Elementary,2020,Female,0,1,0,0,0,292,0,0.3,0,0,0
500,Lawrence County,60,South Lawrence Elementary,2020,Male,0,5,0,0,0,329,0,1.5,0,0,0
500,Lawrence County,65,Loretto High School,2020,Female,2,2,0,1,0,224,0.9,0.9,0,0.4,0
500,Lawrence County,65,Loretto High School,2020,Male,10,3,0,2,0,275,3.6,1.1,0,0.7,0
500,Lawrence County,70,New Prospect Elementary,2020,Female,0,1,0,0,0,213,0,0.5,0,0,0
500,Lawrence County,70,New Prospect Elementary,2020,Male,0,1,0,0,0,205,0,0.5,0,0,0
500,Lawrence County,90,Summertown Elementary,2020,Female,0,0,0,0,0,316,0,0,0,0,0
500,Lawrence County,90,Summertown Elementary,2020,Male,0,0,0,0,0,334,0,0,0,0,0
500,Lawrence County,95,Summertown High School,2020,Female,10,1,0,0,4,365,2.7,0.3,0,0,1.1
500,Lawrence County,95,Summertown High School,2020,Male,39,10,0,2,14,352,11.1,2.8,0,0.6,4
500,Lawrence County,,,2020,Female,44,12,0,8,4,3365,1.3,0.4,0,0.2,0.1
500,Lawrence County,,,2020,Male,152,42,0,26,18,3614,4.2,1.2,0,0.7,0.5
510,Lewis County,3,Lewis County Middle School,2020,Female,8,5,0,0,3,194,4.1,2.6,0,0,1.5
510,Lewis County,3,Lewis County Middle School,2020,Male,18,5,0,0,1,212,8.5,2.4,0,0,0.5
510,Lewis County,7,Lewis County Elementary,2020,Female,0,0,0,0,0,221,0,0,0,0,0
510,Lewis County,7,Lewis County Elementary,2020,Male,0,0,0,0,0,200,0,0,0,0,0
510,Lewis County,10,Lewis Co High School,2020,Female,21,8,0,0,0,236,8.9,3.4,0,0,0
510,Lewis County,10,Lewis Co High School,2020,Male,38,16,0,0,1,293,13,5.5,0,0,0.3
510,Lewis County,20,Lewis County Intermediate School,2020,Female,0,0,0,0,0,160,0,0,0,0,0
510,Lewis County,20,Lewis County Intermediate School,2020,Male,0,0,0,0,0,204,0,0,0,0,0
510,Lewis County,,,2020,Female,29,13,0,0,3,811,3.6,1.6,0,0,0.4
510,Lewis County,,,2020,Male,56,21,0,0,2,909,6.2,2.3,0,0,0.2
520,Lincoln County,10,Blanche School,2020,Female,5,1,0,0,0,171,2.9,0.6,0,0,0
520,Lincoln County,10,Blanche School,2020,Male,25,5,0,0,1,167,15,3,0,0,0.6
520,Lincoln County,45,Flintville School,2020,Female,0,1,0,0,0,254,0,0.4,0,0,0
520,Lincoln County,45,Flintville School,2020,Male,5,6,0,2,0,244,2,2.5,0,0.8,0
520,Lincoln County,50,Highland Rim School,2020,Female,18,1,0,0,0,385,4.7,0.3,0,0,0
520,Lincoln County,50,Highland Rim School,2020,Male,35,1,0,0,0,415,8.4,0.2,0,0,0
520,Lincoln County,50,Highland Rim School,2020,,,,,,,,,,,,
520,Lincoln County,56,Lincoln County High School,2020,Female,42,5,0,2,0,574,7.3,0.9,0,0.3,0
520,Lincoln County,56,Lincoln County High School,2020,Male,122,16,0,17,0,684,17.8,2.3,0,2.5,0
520,Lincoln County,82,South Lincoln School,2020,Female,8,2,0,0,0,308,2.6,0.6,0,0,0
520,Lincoln County,82,South Lincoln School,2020,Male,35,2,0,0,0,363,9.6,0.6,0,0,0
520,Lincoln County,90,Unity School,2020,Female,3,0,0,0,0,223,1.3,0,0,0,0
520,Lincoln County,90,Unity School,2020,Male,14,2,0,0,0,217,6.5,0.9,0,0,0
520,Lincoln County,95,Lincoln Central Academy,2020,Female,0,0,0,0,0,22,0,0,0,0,0
520,Lincoln County,95,Lincoln Central Academy,2020,Male,0,0,0,0,0,15,0,0,0,0,0
520,Lincoln County,,,2020,Female,76,10,0,2,0,1919,4,0.5,0,0.1,0
520,Lincoln County,,,2020,Male,236,32,0,19,1,2080,11.3,1.5,0,0.9,0
520,Lincoln County,,,2020,,,,,,,,,,,,
521,Fayetteville,7,Fayetteville Middle School,2020,Female,4,4,0,0,0,237,1.7,1.7,0,0,0
521,Fayetteville,7,Fayetteville Middle School,2020,Male,5,0,0,1,0,239,2.1,0,0,0.4,0
521,Fayetteville,10,Fayetteville High School,2020,Female,4,7,0,0,0,184,2.2,3.8,0,0,0
521,Fayetteville,10,Fayetteville High School,2020,Male,24,18,0,0,1,229,10.5,7.9,0,0,0.4
521,Fayetteville,20,Ralph Askins School,2020,Female,0,0,0,0,0,302,0,0,0,0,0
521,Fayetteville,20,Ralph Askins School,2020,Male,0,0,0,0,0,292,0,0,0,0,0
521,Fayetteville,,,2020,Female,8,11,0,0,0,723,1.1,1.5,0,0,0
521,Fayetteville,,,2020,Male,29,18,0,1,1,760,3.8,2.4,0,0.1,0.1
530,Loudon County,15,Eaton Elementary,2020,Female,0,0,0,0,0,339,0,0,0,0,0
530,Loudon County,15,Eaton Elementary,2020,Male,0,6,0,0,0,358,0,1.7,0,0,0
530,Loudon County,18,Ft Loudoun Middle School,2020,Female,15,9,0,2,0,194,7.7,4.6,0,1,0
530,Loudon County,18,Ft Loudoun Middle School,2020,Male,40,20,0,3,0,226,17.7,8.8,0,1.3,0
530,Loudon County,25,Greenback School,2020,Female,1,1,0,1,0,310,0.3,0.3,0,0.3,0
530,Loudon County,25,Greenback School,2020,Male,0,15,0,0,0,333,0,4.5,0,0,0
530,Loudon County,30,Highland Park Elementary,2020,Female,0,1,0,0,0,199,0,0.5,0,0,0
530,Loudon County,30,Highland Park Elementary,2020,Male,0,1,0,0,0,207,0,0.5,0,0,0
530,Loudon County,35,Loudon Elementary,2020,Female,2,0,0,0,0,239,0.8,0,0,0,0
530,Loudon County,35,Loudon Elementary,2020,Male,3,5,0,0,0,296,1,1.7,0,0,0
530,Loudon County,40,Loudon High School,2020,Female,33,0,0,3,0,327,10.1,0,0,0.9,0
530,Loudon County,40,Loudon High School,2020,Male,55,1,0,10,6,366,15,0.3,0,2.7,1.6
530,Loudon County,48,North Middle School,2020,Female,27,5,0,1,0,383,7,1.3,0,0.3,0
530,Loudon County,48,North Middle School,2020,Male,72,23,0,6,0,424,17,5.4,0,1.4,0
530,Loudon County,50,Philadelphia Elementary,2020,Female,3,1,0,1,0,241,1.2,0.4,0,0.4,0
530,Loudon County,50,Philadelphia Elementary,2020,Male,7,4,0,3,0,222,3.2,1.8,0,1.4,0
530,Loudon County,55,Steekee Elementary,2020,Female,0,1,0,0,0,97,0,1,0,0,0
530,Loudon County,55,Steekee Elementary,2020,Male,0,1,0,0,0,111,0,0.9,0,0,0
530,Loudon County,,,2020,Female,81,18,0,8,0,2314,3.5,0.8,0,0.3,0
530,Loudon County,,,2020,Male,177,76,0,22,6,2528,7,3,0,0.9,0.2
531,Lenoir City,5,Lenoir City High School,2020,Female,48,7,1,5,5,627,7.7,1.1,0.2,0.8,0.8
531,Lenoir City,5,Lenoir City High School,2020,Male,112,34,0,15,12,678,16.5,5,0,2.2,1.8
531,Lenoir City,10,Lenoir City Intermediate/Middle School,2020,Female,5,3,1,1,0,332,1.5,0.9,0.3,0.3,0
531,Lenoir City,10,Lenoir City Intermediate/Middle School,2020,Male,41,1,0,7,0,346,11.8,0.3,0,2,0
531,Lenoir City,30,Lenoir City Elementary,2020,Female,1,0,0,0,0,263,0.4,0,0,0,0
531,Lenoir City,30,Lenoir City Elementary,2020,Male,5,4,0,0,0,233,2.1,1.7,0,0,0
531,Lenoir City,,,2020,Female,54,10,2,6,5,1222,4.4,0.8,0.2,0.5,0.4
531,Lenoir City,,,2020,Male,158,39,0,22,12,1257,12.6,3.1,0,1.8,1
540,McMinn County,10,Calhoun Elementary,2020,Female,0,1,0,0,0,153,0,0.7,0,0,0
540,McMinn County,10,Calhoun Elementary,2020,Male,9,9,0,1,1,170,5.3,5.3,0,0.6,0.6
540,McMinn County,15,Central High School,2020,Female,29,7,0,0,0,392,7.4,1.8,0,0,0
540,McMinn County,15,Central High School,2020,Male,74,20,0,5,1,362,20.4,5.5,0,1.4,0.3
540,McMinn County,25,E K Baker Elementary,2020,Female,5,4,0,0,0,171,2.9,2.3,0,0,0
540,McMinn County,25,E K Baker Elementary,2020,Male,11,11,0,2,2,194,5.7,5.7,0,1,1
540,McMinn County,30,Englewood Elementary,2020,Female,5,1,0,0,0,283,1.8,0.4,0,0,0
540,McMinn County,30,Englewood Elementary,2020,Male,22,10,0,0,0,280,7.9,3.6,0,0,0
540,McMinn County,45,McMinn High School,2020,Female,46,21,0,8,7,765,6,2.7,0,1,0.9
540,McMinn County,45,McMinn High School,2020,Male,149,59,0,12,8,848,17.6,7,0,1.4,0.9
540,McMinn County,50,Mountain View Elementary,2020,Female,0,0,0,0,0,269,0,0,0,0,0
540,McMinn County,50,Mountain View Elementary,2020,Male,4,11,0,1,0,322,1.2,3.4,0,0.3,0
540,McMinn County,55,Niota Elementary,2020,Female,9,4,0,0,0,301,3,1.3,0,0,0
540,McMinn County,55,Niota Elementary,2020,Male,8,8,0,0,0,297,2.7,2.7,0,0,0
540,McMinn County,60,Riceville Elementary,2020,Female,2,1,0,0,0,309,0.6,0.3,0,0,0
540,McMinn County,60,Riceville Elementary,2020,Male,10,1,0,0,0,336,3,0.3,0,0,0
540,McMinn County,65,Rogers Creek Elementary,2020,Female,0,0,0,1,1,143,0,0,0,0.7,0.7
540,McMinn County,65,Rogers Creek Elementary,2020,Male,0,0,0,0,0,178,0,0,0,0,0
540,McMinn County,,,2020,Female,96,39,0,9,8,2750,3.5,1.4,0,0.3,0.3
540,McMinn County,,,2020,Male,287,129,0,21,12,2934,9.8,4.4,0,0.7,0.4
541,Athens,5,Athens City Middle School,2020,Female,0,6,0,3,0,274,0,2.2,0,1.1,0
541,Athens,5,Athens City Middle School,2020,Male,1,11,0,9,0,275,0.4,4,0,3.3,0
541,Athens,10,City Park Elementary,2020,Female,0,0,0,0,0,157,0,0,0,0,0
541,Athens,10,City Park Elementary,2020,Male,0,0,0,0,0,169,0,0,0,0,0
541,Athens,20,Ingleside Elementary,2020,Female,0,0,0,0,0,165,0,0,0,0,0
541,Athens,20,Ingleside Elementary,2020,Male,0,1,0,0,0,142,0,0.7,0,0,0
541,Athens,25,North City Elementary,2020,Female,0,1,0,0,0,127,0,0.8,0,0,0
541,Athens,25,North City Elementary,2020,Male,0,0,0,0,0,152,0,0,0,0,0
541,Athens,30,Westside Elementary,2020,Female,0,0,0,0,0,144,0,0,0,0,0
541,Athens,30,Westside Elementary,2020,Male,0,5,0,0,0,160,0,3.1,0,0,0
541,Athens,,,2020,Female,0,7,0,3,0,867,0,0.8,0,0.3,0
541,Athens,,,2020,Male,1,17,0,9,0,891,0.1,1.9,0,1,0
542,Etowah,7,Etowah Elementary,2020,Female,0,3,0,0,0,177,0,1.7,0,0,0
542,Etowah,7,Etowah Elementary,2020,Male,4,16,0,0,0,226,1.8,7.1,0,0,0
542,Etowah,,,2020,Female,0,3,0,0,0,177,0,1.7,0,0,0
542,Etowah,,,2020,Male,4,16,0,0,0,226,1.8,7.1,0,0,0
550,McNairy County,5,Adamsville Elementary,2020,Female,2,0,0,0,0,340,0.6,0,0,0,0
550,McNairy County,5,Adamsville Elementary,2020,Male,13,1,0,0,0,381,3.4,0.3,0,0,0
550,McNairy County,10,Adamsville High School,2020,Female,0,0,0,0,0,270,0,0,0,0,0
550,McNairy County,10,Adamsville High School,2020,Male,6,1,0,0,0,291,2.1,0.3,0,0,0
550,McNairy County,15,Bethel Springs Elementary,2020,Female,0,0,0,0,0,254,0,0,0,0,0
550,McNairy County,15,Bethel Springs Elementary,2020,Male,0,1,0,0,0,260,0,0.4,0,0,0
550,McNairy County,20,McNairy Central High School,2020,Female,11,2,0,0,0,420,2.6,0.5,0,0,0
550,McNairy County,20,McNairy Central High School,2020,Male,52,7,0,0,0,452,11.5,1.5,0,0,0
550,McNairy County,25,Michie Elementary,2020,Female,0,0,0,0,0,169,0,0,0,0,0
550,McNairy County,25,Michie Elementary,2020,Male,0,0,0,0,0,178,0,0,0,0,0
550,McNairy County,30,Ramer Elementary,2020,Female,0,0,0,0,0,167,0,0,0,0,0
550,McNairy County,30,Ramer Elementary,2020,Male,0,0,0,0,0,195,0,0,0,0,0
550,McNairy County,40,Selmer Elementary,2020,Female,0,0,0,0,0,194,0,0,0,0,0
550,McNairy County,40,Selmer Elementary,2020,Male,0,0,0,0,0,209,0,0,0,0,0
550,McNairy County,45,Selmer Middle School,2020,Female,0,0,0,0,0,207,0,0,0,0,0
550,McNairy County,45,Selmer Middle School,2020,Male,0,0,0,0,0,240,0,0,0,0,0
550,McNairy County,50,McNairy County Virtual School,2020,Male,,,,,,,,,,,
550,McNairy County,,,2020,Female,13,2,0,0,0,1992,0.7,0.1,0,0,0
550,McNairy County,,,2020,Male,71,10,0,0,0,2171,3.3,0.5,0,0,0
560,Macon County,5,Central Elementary,2020,Female,0,0,0,0,0,223,0,0,0,0,0
560,Macon County,5,Central Elementary,2020,Male,0,1,0,0,0,245,0,0.4,0,0,0
560,Macon County,15,Fairlane Elementary,2020,Female,0,0,0,0,0,254,0,0,0,0,0
560,Macon County,15,Fairlane Elementary,2020,Male,0,3,0,0,0,263,0,1.1,0,0,0
560,Macon County,20,Macon County Junior High School,2020,Female,48,3,0,3,1,416,11.5,0.7,0,0.7,0.2
560,Macon County,20,Macon County Junior High School,2020,Male,68,4,1,25,1,411,16.5,1,0.2,6.1,0.2
560,Macon County,21,Macon County High School,2020,Female,58,1,0,5,2,461,12.6,0.2,0,1.1,0.4
560,Macon County,21,Macon County High School,2020,Male,99,9,1,39,13,441,22.4,2,0.2,8.8,2.9
560,Macon County,22,Lafayette Elementary School,2020,Female,0,1,0,0,0,223,0,0.4,0,0,0
560,Macon County,22,Lafayette Elementary School,2020,Male,0,5,0,0,0,215,0,2.3,0,0,0
560,Macon County,25,Red Boiling Springs Elementary,2020,Female,0,0,0,0,0,170,0,0,0,0,0
560,Macon County,25,Red Boiling Springs Elementary,2020,Male,3,2,0,0,0,173,1.7,1.2,0,0,0
560,Macon County,30,Red Boiling Springs School,2020,Female,33,1,0,2,0,169,19.5,0.6,0,1.2,0
560,Macon County,30,Red Boiling Springs School,2020,Male,74,7,0,7,0,189,39.2,3.7,0,3.7,0
560,Macon County,35,Westside Elementary,2020,Female,0,0,0,0,0,161,0,0,0,0,0
560,Macon County,35,Westside Elementary,2020,Male,0,0,0,0,0,184,0,0,0,0,0
560,Macon County,,,2020,Female,139,6,0,10,3,2065,6.7,0.3,0,0.5,0.1
560,Macon County,,,2020,Male,241,31,2,71,14,2099,11.5,1.5,0.1,3.4,0.7
570,Madison County,6,Alexander Elementary School,2020,Female,34,14,0,0,0,184,18.5,7.6,0,0,0
570,Madison County,6,Alexander Elementary School,2020,Male,75,39,0,0,1,201,37.3,19.4,0,0,0.5
570,Madison County,14,Arlington Elementary School,2020,Female,19,7,0,3,1,316,6,2.2,0,0.9,0.3
570,Madison County,14,Arlington Elementary School,2020,Male,39,20,0,1,0,307,12.7,6.5,0,0.3,0
570,Madison County,21,Denmark Elementary,2020,Female,0,0,0,0,0,219,0,0,0,0,0
570,Madison County,21,Denmark Elementary,2020,Male,1,0,0,0,0,208,0.5,0,0,0,0
